codigoFipe,modelo,anoModelo1,anoReferencia1,valor1,anoModelo2,anoReferencia2,valor2
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,26381.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,29124.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,43081.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2019,11433.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2017,29258.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2013,51758.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13083.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,11750.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2022,11789.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,36359.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25128.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,11710.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,36448.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,30958.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,40607.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,34171.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12731.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,61940.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,49818.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,11928.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2022,11753.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,11499.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,61897.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,46347.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,50661.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,14508.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,53521.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12856.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,16115.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,49728.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2013,51434.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,14023.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,10961.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13123.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2018,27704.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2019,11664.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,47843.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2022,12226.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2010,37574.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,30212.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,42064.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,62332.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,58953.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,15852.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,15011.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,30648.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,10931.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2022,28009.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2021,24831.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,51150.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,29287.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,61646.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,46553.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2021,24897.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2021,26917.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11051.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,41870.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11144.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11336.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,14215.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,34950.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2010,35956.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,48010.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,46128.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,41950.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,15301.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2010,16485.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2022,12129.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,49338.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2018,28305.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,41313.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2017,28834.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,45572.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2013,32202.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2013,32166.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2010,62787.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,30703.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,14550.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11208.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2010,15928.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2011,16064.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13682.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,49196.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11304.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12649.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,44519.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2010,35684.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2013,52005.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,30505.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,30487.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2022,28148.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,25587.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,35872.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25161.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2011,15583.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,30746.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2011,15714.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2011,16100.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2010,35921.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2022,45419.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,10871.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2010,63281.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,40841.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,29516.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,11165.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,30410.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2011,16062.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,52638.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,29558.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,43347.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,41630.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,11002.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,24996.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,13793.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,57832.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,10901.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13779.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,44358.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,30358.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,12251.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,14340.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,62074.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2021,26824.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,12096.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,41076.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,44175.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,36484.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13482.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12614.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2010,16163.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12523.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,10841.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,60175.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,40685.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,30415.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2018,28236.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,10991.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2017,28998.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2017,28920.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,45326.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2010,34441.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2013,31305.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12823.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,49628.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,49569.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,45721.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13148.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,12185.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,30608.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,29191.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2010,65198.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12777.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25263.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,47515.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11112.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2017,28526.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13457.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,41265.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,25407.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2013,30906.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2022,27132.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13729.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,49463.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2013,32165.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,30251.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2010,15821.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,40220.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2010,34666.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,33154.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,15608.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,41234.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13222.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,40143.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,14049.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,29823.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2017,29135.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,43132.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2022,44837.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25299.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2017,29710.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,62291.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,64062.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2011,15488.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,12288.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2018,28111.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,25659.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25029.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,12461.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,13926.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2010,63230.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,43527.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,25623.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11021.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,50015.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,35216.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,50993.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2021,25574.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13361.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2018,28032.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,29556.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,36478.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,29930.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,29422.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2013,52120.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2019,11730.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,13864.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,46394.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2013,52180.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,14681.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,30693.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13753.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2018,26996.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2022,11938.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,50532.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,30960.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2022,44129.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,30056.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,32260.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,30430.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2021,24963.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,61980.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,15138.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25335.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,44941.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,45691.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,50283.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2010,62366.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,43282.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,46608.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13517.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,49646.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,36172.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25194.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2013,32040.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,40374.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,40066.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13280.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,15730.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,46938.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,61976.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2022,11844.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2022,28233.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2019,11697.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2010,62995.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,14864.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12921.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,40297.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,34487.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,14117.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,41710.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2021,26731.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,25443.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,11670.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,31009.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12564.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,40451.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,14100.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,48807.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2017,28761.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,30536.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2010,15688.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,14201.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,31373.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,25479.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13318.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,30524.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,54542.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,41790.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2011,16178.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,15454.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,47701.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,42145.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2021,25200.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,13749.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2016,30247.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2019,11532.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,56698.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,36450.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,43985.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2010,34938.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2013,31223.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,52411.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2022,27349.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2019,11466.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,49024.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2010,15555.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,48371.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2021,11331.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,13982.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11240.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,41904.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,55604.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,25515.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,14196.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,51404.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2011,15438.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,13955.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,46689.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13198.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,34472.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2014,13766.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,30434.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,16081.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2010,15806.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,12992.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,62022.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,41878.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,62324.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2017,12889.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,28920.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,45447.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13621.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,49686.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2021,24864.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,30365.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2022,11988.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2011,15499.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,42500.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,41550.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,42155.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,43242.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,40997.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2019,11565.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,30885.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13556.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2010,36932.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11176.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25227.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,50228.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2011,36279.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,48681.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2013,30895.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2016,46823.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2012,52555.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25371.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,30170.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,13997.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,45939.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,25551.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13398.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,12147.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2022,12033.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2014,30304.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2018,43787.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2011,62023.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2010,15939.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,44612.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2022,27567.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2020,25062.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2021,40661.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2010,34589.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,14122.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,12220.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2013,52008.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,12346.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2022,27787.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2013,13999.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2014,50863.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13180.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2019,41471.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2019,11598.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2018,12392.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,40919.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2017,45135.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2016,13057.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2020,41155.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2012,36136.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2019,26344.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2013,31012.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13660.0
038001-6,NSX 3.0,1995,2013,52339.0,1995,2015,48579.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2015,29874.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2020,11081.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2019,11499.0
038002-4,Legend 3.2/3.5,1998,2016,31067.0,1998,2022,27979.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2015,13695.0
038003-2,Integra GS 1.8,1992,2018,12423.0,1992,2012,15965.0
