id,codigoFipe,marca,modelo,anoModelo,mesReferencia,anoReferencia,valor
533906,005221-3,VW - VolksWagen,Parati 1.8 Mi CROSSOVER Total Flex 8V 4p,2005,8,2017,21979.0
533907,005268-0,VW - VolksWagen,Saveiro SURF 1.6 Mi Total Flex 2p,2016,8,2019,38230.0
533908,005247-7,VW - VolksWagen,Saveiro SPORTLINE 1.6 Mi Total Flex 8V,2006,7,2020,21839.0
533909,005025-3,VW - VolksWagen,Apolo GL 1.8,1992,12,2020,5796.0
533910,005060-1,VW - VolksWagen,Quantum GLi / GL 1.8/ 2.0,1996,10,2019,8902.0
533911,005472-0,VW - VolksWagen,Saveiro Robust 1.6 Total Flex 8V CD,2022,6,2020,68835.0
533913,005029-6,VW - VolksWagen,Gol 1000i Plus 2p,1997,10,2020,6848.0
533914,005391-0,VW - VolksWagen,Gol Comfortline 1.6 T. Flex 8V 3p,2015,9,2020,31764.0
533915,005365-1,VW - VolksWagen,up! take 1.0 Total Flex 12V 5p,2022,10,2017,39043.0
533916,005282-5,VW - VolksWagen,VOYAGE 1.6/1.6 City  Mi Total Flex 8V 4p,2016,2,2019,37104.0
533917,005407-0,VW - VolksWagen,Fox Comfortline 1.0 Flex 8V 5p,2015,10,2021,40574.0
533918,005228-0,VW - VolksWagen,Gol City (Trend)/Titan 1.0 T. Flex 8V 4p,2016,12,2019,30881.0
533919,005207-8,VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 4p,2010,5,2018,25168.0
533921,005037-7,VW - VolksWagen,Gol TSi 1.8/ 1.8Mi,1997,2,2021,10525.0
533922,005472-0,VW - VolksWagen,Saveiro Robust 1.6 Total Flex 8V CD,2022,11,2018,60906.0
533923,005488-7,VW - VolksWagen,TIGUAN Allspac 250 TSI 1.4 Flex,2022,8,2020,137789.0
533924,005061-0,VW - VolksWagen,Quantum GLSi / GLS 1.8/Sport/ Family 2.0,1997,10,2017,12856.0
533925,005516-6,VW - VolksWagen,up! Xtreme 1.0 TSI Total Flex 12V 5p,2022,11,2019,56450.0
533926,005255-8,VW - VolksWagen,JETTA 2.5 20V 150/170cv Tiptronic,2011,10,2021,49461.0
533927,005102-0,VW - VolksWagen,Santana CS/CD/CG,1986,9,2018,5370.0
533928,005266-3,VW - VolksWagen,TOUAREG 3.6 24V V6 280cv Tiptronic 5p,2017,11,2021,217418.0
533929,005314-7,VW - VolksWagen,Golf  BLACK EDITON 2.0 Mi T. Flex 8V Tip,2013,6,2018,46561.0
533930,005381-3,VW - VolksWagen,VOYAGE I MOTION  Trendline 1.6 T.Flex 8V,2015,12,2017,34954.0
533931,005387-2,VW - VolksWagen,Saveiro Trendline 1.6 T.Flex 8V CE,2022,1,2018,55995.0
533932,005345-7,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 2p,2014,11,2018,21945.0
533933,005489-5,VW - VolksWagen,TIGUAN Allspac R-Line 350 TSI 2.0 4x4,2022,3,2019,183777.0
533934,005151-9,VW - VolksWagen,Parati 1.0 Mi Plus 16v 4p,2003,12,2018,14209.0
533935,005178-0,VW - VolksWagen,Gol Special 1.6 Mi 8V 99cv 2p,2003,4,2020,10359.0
533936,005014-8,VW - VolksWagen,Quantum 1.8 Mi/ 1.8i,2002,5,2021,12110.0
533937,005153-5,VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Mec.,2011,3,2018,30938.0
533938,005189-6,VW - VolksWagen,Gol Special 1.0 Mi 4p,2004,4,2020,9783.0
533940,005495-0,VW - VolksWagen,Golf Highline 250 TSI 1.4 Flex 16V Aut.,2018,1,2020,103838.0
533941,005386-4,VW - VolksWagen,Saveiro Trendline 1.6 T.Flex 8V,2022,8,2022,97310.0
533942,005142-0,VW - VolksWagen,Saveiro 1.8 Mi,2005,5,2022,25415.0
533943,005168-3,VW - VolksWagen,Grand Saveiro Xtreme/Street  1.6/1.8/2.0,2003,9,2020,12579.0
533944,005427-5,VW - VolksWagen,SpaceCross I MOTION 1.6 Mi T. Flex 16V,2017,8,2019,59689.0
533945,005134-9,VW - VolksWagen,Passat Turbo 1.8 Tiptronic,2005,10,2017,23605.0
533947,005358-9,VW - VolksWagen,Fox SELEÇÃO 1.0 Total Flex 8V 5p,2014,8,2019,30272.0
533948,005285-0,VW - VolksWagen,Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic,2013,3,2019,44986.0
533949,005009-1,VW - VolksWagen,Parati C 1.6/ CL 1.6 Mi 2p e 4p,1999,5,2019,12241.0
533950,005525-5,VW - VolksWagen,Nivus Comfortline 1.0 200 TSI Flex Aut.,2022,11,2020,88194.0
533951,005148-9,VW - VolksWagen,Gol 1.0 Plus 16v 2p,2005,9,2018,12745.0
533952,005009-1,VW - VolksWagen,Parati C 1.6/ CL 1.6 Mi 2p e 4p,1999,11,2017,11753.0
533953,005281-7,VW - VolksWagen,VOYAGE TREND 1.6 Mi Total Flex 8V 4p,2014,6,2018,34511.0
533954,005259-0,VW - VolksWagen,Golf Sportline 1.6 Mi Total Flex 8V 4p,2014,11,2019,45673.0
533955,005032-6,VW - VolksWagen,Gol CLi / CL/ Copa/ Stones 1.6,1996,1,2020,8520.0
533956,005346-5,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 2p,2014,3,2018,29765.0
533957,005430-5,VW - VolksWagen,Golf Variant Highline 1.4 TSI Aut.,2016,7,2022,91717.0
533958,005300-7,VW - VolksWagen,Saveiro TROOPER 1.6 Mi Total Flex 8V CE,2014,8,2018,37047.0
533959,005385-6,VW - VolksWagen,Saveiro Startline 1.6 T.Flex 8V,2016,4,2022,47481.0
533960,005235-3,VW - VolksWagen,TOUAREG 3.2 24V V6 Tiptronic 5p,2008,12,2020,37966.0
533961,005475-5,VW - VolksWagen,Saveiro Pepper 1.6 Flex 8V CD,2019,9,2021,79084.0
533962,005183-7,VW - VolksWagen,Parati Evidence 1.8 8V/ 1.0 16V TB 4p,2003,6,2020,13508.0
533963,005007-5,VW - VolksWagen,Gol GL 1.8 Mi 2p e 4p,1999,12,2019,9996.0
533964,005235-3,VW - VolksWagen,TOUAREG 3.2 24V V6 Tiptronic 5p,2008,4,2022,45006.0
533965,005126-8,VW - VolksWagen,Gol 1000 Mi 16V/ Ouro 4p,2002,10,2020,9827.0
533966,005287-6,VW - VolksWagen,EOS Cab. 2.0 Turbo FSI Tiptronic,2012,3,2021,93386.0
533967,005494-1,VW - VolksWagen,Golf Comfort. 200 TSI 1.0 Flex 12V Aut.,2018,8,2021,91893.0
533968,005377-5,VW - VolksWagen,VOYAGE Comfortline  1.0 T.Flex 8V 4p,2016,10,2019,36112.0
533969,005358-9,VW - VolksWagen,Fox SELEÇÃO 1.0 Total Flex 8V 5p,2014,11,2020,29775.0
533971,005118-7,VW - VolksWagen,Corrado 2.0 Turbo,1992,7,2020,19280.0
533972,005446-1,VW - VolksWagen,Passat Comfortline 2.0 TSI 220cv Tip.,2016,1,2019,110997.0
533973,005099-7,VW - VolksWagen,Golf GTI VR6/ Golf 2.8 VR6,2003,1,2021,40000.0
533974,005287-6,VW - VolksWagen,EOS Cab. 2.0 Turbo FSI Tiptronic,2012,9,2018,112144.0
533975,005429-1,VW - VolksWagen,SPACEFOX HIGHLINE 1.6 T.Flex 16V,2018,8,2021,53801.0
533976,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,2022,11,2018,74654.0
533977,005447-0,VW - VolksWagen,Passat Highline 2.0 TSI 220cv Tip.,2019,4,2021,159212.0
533978,005456-9,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2017,8,2021,39921.0
533979,005427-5,VW - VolksWagen,SpaceCross I MOTION 1.6 Mi T. Flex 16V,2017,7,2020,56861.0
533980,005247-7,VW - VolksWagen,Saveiro SPORTLINE 1.6 Mi Total Flex 8V,2006,4,2022,32813.0
533981,005398-8,VW - VolksWagen,Gol Trendline I MOTION 1.6 T. Flex 8V 5p,2015,4,2019,31626.0
533982,005172-1,VW - VolksWagen,Polo 1.6 Mi/ S.Ouro 1.6Mi 101cv 8V 5p,2005,9,2020,16898.0
533983,005477-1,VW - VolksWagen,Polo Comfort. 200 TSI 1.0 Flex 12V Aut.,2022,7,2018,67071.0
533984,005120-9,VW - VolksWagen,Golf GTi Cabrio 2.0 Mi,1997,4,2018,21092.0
533985,005453-4,VW - VolksWagen,JETTA Trendline 1.4 TSI 16V 4p Mec.,2017,11,2021,80270.0
533986,005485-2,VW - VolksWagen,VIRTUS Comfort. 200 TSI 1.0 Flex 12V Aut,2022,1,2022,109844.0
533987,005431-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI  Aut.,2016,11,2021,85968.0
533988,005165-9,VW - VolksWagen,Parati 1.0 Mi Tour 16V 76cv 4p,2003,12,2021,15580.0
533989,005454-2,VW - VolksWagen,JETTA Comfortline 1.4 TSI 16V 4p Aut.,2022,11,2017,94630.0
533990,005489-5,VW - VolksWagen,TIGUAN Allspac R-Line 350 TSI 2.0 4x4,2022,2,2020,191196.0
533991,005516-6,VW - VolksWagen,up! Xtreme 1.0 TSI Total Flex 12V 5p,2022,10,2019,56450.0
533992,005130-6,VW - VolksWagen,Golf 2.0/ 2.0 Mi Flex Comfortline Aut.,2009,5,2020,28922.0
533993,005382-1,VW - VolksWagen,VOYAGE I MOTION Evidence 1.6 T.Flex 8V,2016,1,2022,47161.0
533994,005297-3,VW - VolksWagen,Polo Sed.COMFORT. I MOTION 1.6 T.Flex 4p,2015,3,2022,49078.0
533995,005307-4,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 3p,2014,10,2020,29007.0
533997,005121-7,VW - VolksWagen,JETTA  GLX III 2.8 VR6,1995,11,2019,7937.0
533998,005502-6,VW - VolksWagen,Gol 1.6 MSI Flex 16V 5p Aut.,2022,9,2019,56997.0
533999,005502-6,VW - VolksWagen,Gol 1.6 MSI Flex 16V 5p Aut.,2022,3,2020,57133.0
534000,005011-3,VW - VolksWagen,Parati GL 1.8 Mi/ Club 1.8 Mi 2p e 4p,1999,11,2018,13471.0
534001,005217-5,VW - VolksWagen,Gol 1.8 Mi Rallye Total Flex 8V 4p,2005,8,2020,16547.0
534002,005058-0,VW - VolksWagen,Pointer GTi 2.0,1996,10,2020,8727.0
534003,005442-9,VW - VolksWagen,SPACEFOX 1.6 Trendline I MOT. T.Flex 8V,2022,7,2017,68268.0
534004,005365-1,VW - VolksWagen,up! take 1.0 Total Flex 12V 5p,2019,2,2022,51086.0
534005,005202-7,VW - VolksWagen,Fox Sportline/Sports 1.6/1.6 Tot.Flex 3p,2007,12,2017,21613.0
534006,005276-0,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 4p,2015,8,2018,31310.0
534007,005046-6,VW - VolksWagen,Logus GLSi / GLS 2000,1995,12,2017,7342.0
534008,005107-1,VW - VolksWagen,Golf GTi 1.8 Mi 20V 2p Turbo Mec.,2001,8,2017,21199.0
534009,005240-0,VW - VolksWagen,Kombi Lotação 1.4 Mi Total Flex 8V,2013,9,2021,40038.0
534010,005212-4,VW - VolksWagen,Fox Sportline/Sports 1.0 Tot.Flex 8V 4p,2007,7,2020,18167.0
534011,005027-0,VW - VolksWagen,Fusca,1996,4,2019,15679.0
534012,005264-7,VW - VolksWagen,Fox Route 1.6 Mi Total Flex 8V 3p,2010,7,2022,31738.0
534013,005342-2,VW - VolksWagen,CROSSFOX I MOTION 1.6 Mi T. Flex 8V 5p,2015,5,2020,44468.0
534014,005446-1,VW - VolksWagen,Passat Comfortline 2.0 TSI 220cv Tip.,2016,4,2019,108911.0
534015,005038-5,VW - VolksWagen,Gol TSi 2000 2p e 4p,1999,1,2020,12283.0
534016,005254-0,VW - VolksWagen,Gol TECH 1.0 Mi Total Flex 8V 4p,2007,6,2018,19281.0
534017,005449-6,VW - VolksWagen,Golf Comfortline 1.6 MSI Total Flex Aut.,2016,8,2022,80183.0
534018,005356-2,VW - VolksWagen,Golf GTi 2.0 TSI 220cv Aut.,2017,7,2022,160437.0
534019,005478-0,VW - VolksWagen,Polo 1.6 MSI Flex 16V 5p,2022,5,2019,58158.0
534020,005394-5,VW - VolksWagen,Gol Comfort. I MOTION 1.6 T. Flex 8V 5p,2018,2,2021,40408.0
534021,005255-8,VW - VolksWagen,JETTA 2.5 20V 150/170cv Tiptronic,2011,11,2018,44754.0
534022,005276-0,VW - VolksWagen,Gol (novo) 1.6 Mi Total Flex 8V 4p,2015,5,2018,32322.0
534023,005262-0,VW - VolksWagen,Fox Route 1.0 Mi Total Flex 8V 3p,2010,8,2020,20434.0
534024,005415-1,VW - VolksWagen,Gol Special 1.0 Total Flex 8V 3p,2016,6,2019,28394.0
534025,005092-0,VW - VolksWagen,Passat 2.8 V6 Mec.,2001,8,2022,19470.0
534026,005344-9,VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 5p.,2013,7,2018,31611.0
534027,005315-5,VW - VolksWagen,Saveiro CROSS 1.6 Mi Total Flex 8V CE,2014,8,2021,52572.0
534028,005308-2,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 5p,2014,4,2018,30917.0
534029,005341-4,VW - VolksWagen,Gol 1.0 Total Flex 8V 5p (25 Anos),2013,2,2019,23298.0
534030,005376-7,VW - VolksWagen,up! take 1.0 T. Flex 12V 3p,2022,12,2017,34490.0
534031,005128-4,VW - VolksWagen,Gol 2.0 Mi 4p,2002,11,2017,16479.0
534032,005440-2,VW - VolksWagen,Passat Variant R-Line TB 2.0 TSI Tip. 5p,2014,8,2022,80133.0
534033,005497-6,VW - VolksWagen,Golf Variant Comf. 250 1.4 TSI Flex Aut.,2018,5,2021,82481.0
534034,005472-0,VW - VolksWagen,Saveiro Robust 1.6 Total Flex 8V CD,2022,10,2018,60838.0
534035,005202-7,VW - VolksWagen,Fox Sportline/Sports 1.6/1.6 Tot.Flex 3p,2007,5,2020,21033.0
534036,005008-3,VW - VolksWagen,Parati 1000 Mi 16V 2p e 4p,2003,2,2022,16928.0
534037,005461-5,VW - VolksWagen,Gol Trendline 1.0 T.Flex 12V 3p,2017,8,2019,30697.0
534039,005210-8,VW - VolksWagen,Gol 1.6 Mi Rallye Total Flex 8V 4p,2014,1,2019,35236.0
534040,005248-5,VW - VolksWagen,Polo Sed. COMFORT. 1.6 Mi Tot. Flex 8v,2015,7,2019,39404.0
534041,005002-4,VW - VolksWagen,Gol 1000 Mi 16V/ Ouro  2p,2002,4,2021,9264.0
534042,005394-5,VW - VolksWagen,Gol Comfort. I MOTION 1.6 T. Flex 8V 5p,2018,8,2019,44514.0
534043,005055-5,VW - VolksWagen,Pointer 1.8 / CLi,1996,7,2017,6199.0
534044,005471-2,VW - VolksWagen,TIGUAN 1.4 TSI 16V 150cv 5p,2017,7,2020,82729.0
534045,005449-6,VW - VolksWagen,Golf Comfortline 1.6 MSI Total Flex Aut.,2016,8,2018,70409.0
534046,005283-3,VW - VolksWagen,VOYAGE 1.0/1.0 City Mi Total Flex 8V 4p,2016,6,2021,35948.0
534047,005209-4,VW - VolksWagen,Golf 1.8 Mi Sport 150cv Turbo Mec/Aut.,2006,8,2020,25288.0
534048,005313-9,VW - VolksWagen,VOYAGE I MOTION COMF/Hghli.1.6 T.Flex 8V,2018,5,2020,43402.0
534049,005438-0,VW - VolksWagen,up! black/white/red 1.0 TSI TFlex 12V 5p,2017,7,2018,46238.0
534050,005327-9,VW - VolksWagen,JETTA Comfortline 2.0 T.Flex 8V 4p Tipt.,2016,2,2022,74931.0
534051,005049-0,VW - VolksWagen,Parati CLi / CL/ Atlanta 1.8,1996,2,2018,10935.0
534052,005149-7,VW - VolksWagen,Gol 1.0 Plus 8v 4p,2003,8,2017,12373.0
534053,005354-6,VW - VolksWagen,Golf Highline 1.4 TSI 140cv Mec.,2015,6,2019,63677.0
534054,005392-9,VW - VolksWagen,Gol Comfortline 1.6 T. Flex 8V 5p,2018,4,2021,43451.0
534055,005047-4,VW - VolksWagen,Logus Wolfsburg Edition 2000i,1997,6,2021,8596.0
534056,005153-5,VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Mec.,2011,2,2018,30786.0
534057,005191-8,VW - VolksWagen,Polo Next 1.6 Mi 101cv 8V 5p,2003,2,2022,16990.0
534058,005079-2,VW - VolksWagen,Gol Special/ Special Xtreme 1.0 Mi 2p,2005,8,2022,11985.0
534059,005170-5,VW - VolksWagen,Golf GTi 1.8 Mi 180/193cv Turbo 4p Tip.,2009,5,2021,45488.0
534060,005359-7,VW - VolksWagen,Fox SELEÇÃO 1.6 Total Flex 8V 5p,2014,9,2018,33710.0
534061,005241-8,VW - VolksWagen,Kombi Escolar/50 anos 1.4 Mi Total Flex,2014,12,2018,35113.0
534062,005080-6,VW - VolksWagen,Gol GLS 2.0 Mi,1999,11,2018,14895.0
534063,005036-9,VW - VolksWagen,Gol GT/GTS 1.8,1994,3,2020,11336.0
534064,005186-1,VW - VolksWagen,Polo Sed./Sed. COMF. 2.0/2.0 Flex 8V 4p,2015,6,2020,39807.0
534065,005180-2,VW - VolksWagen,Gol City 1.0 Mi 8V 4p,2005,3,2020,12505.0
534066,005195-0,VW - VolksWagen,Gol City (Trend) 1.6 Mi T.Flex 8V 4p,2016,9,2020,32002.0
534067,005393-7,VW - VolksWagen,Gol Comfort. I MOTION 1.6 T. Flex 8V 3p,2015,5,2022,37754.0
534068,005356-2,VW - VolksWagen,Golf GTi 2.0 TSI 220cv Aut.,2017,1,2022,155416.0
534069,005299-0,VW - VolksWagen,Saveiro TROOPER 1.6 Mi Total Flex 8V,2013,9,2020,29215.0
534070,005147-0,VW - VolksWagen,Gol 1.0 Plus 16v 4p,2005,8,2019,13127.0
534071,005179-9,VW - VolksWagen,Gol City 1.0 Mi 8V 2p,2005,10,2017,12865.0
534072,005304-0,VW - VolksWagen,Fox PRIME/Hghi. IMOTION 1.6 T.Flex 8V 5p,2014,6,2018,34884.0
534073,005134-9,VW - VolksWagen,Passat Turbo 1.8 Tiptronic,2005,10,2020,20758.0
534074,005281-7,VW - VolksWagen,VOYAGE TREND 1.6 Mi Total Flex 8V 4p,2014,5,2018,34125.0
534075,005514-0,VW - VolksWagen,up! 1.0 Total Flex 12V 5p,2022,9,2020,48476.0
534076,005285-0,VW - VolksWagen,Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic,2013,8,2022,60660.0
534077,005456-9,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2017,7,2019,38530.0
534078,005437-2,VW - VolksWagen,up! high 1.0 TSI Total Flex 12V 5p,2018,3,2021,48021.0
534079,005212-4,VW - VolksWagen,Fox Sportline/Sports 1.0 Tot.Flex 8V 4p,2007,6,2018,19161.0
534080,005070-9,VW - VolksWagen,VOYAGE L/LS/Plus/GLS/S/Sport/Super L.Ang,1995,8,2019,8678.0
534081,005424-0,VW - VolksWagen,TOUAREG R-Line 4.2 V8 360cv Tiptronic 5p,2017,3,2020,322368.0
534082,005366-0,VW - VolksWagen,up! move 1.0 Total Flex 12V 5p,2022,9,2018,48800.0
534083,005435-6,VW - VolksWagen,up! move 1.0 TSI Total Flex 12V 5p,2022,3,2018,52439.0
534084,005261-2,VW - VolksWagen,Passat Variant 3.2 V6 FSI 24V 250cv Tip.,2010,9,2017,59424.0
534085,005167-5,VW - VolksWagen,Parati 2.0 Mi Tour 8V 112cv 4p,2003,6,2020,15523.0
534086,005070-9,VW - VolksWagen,VOYAGE L/LS/Plus/GLS/S/Sport/Super L.Ang,1995,6,2018,9250.0
534087,005304-0,VW - VolksWagen,Fox PRIME/Hghi. IMOTION 1.6 T.Flex 8V 5p,2014,5,2021,33854.0
534088,005454-2,VW - VolksWagen,JETTA Comfortline 1.4 TSI 16V 4p Aut.,2022,9,2017,93512.0
534089,005252-3,VW - VolksWagen,Golf 1.6 Mi Total Flex 8V 4p,2014,3,2022,55052.0
534090,005271-0,VW - VolksWagen,Parati SURF 1.8 Mi Total Flex,2009,9,2018,26429.0
534091,005480-1,VW - VolksWagen,Fox Xtreme 1.6 Flex 8V 5p,2022,6,2020,56405.0
534092,005177-2,VW - VolksWagen,Polo Classic 1.0 Mi 16v  65cv 4p,2001,11,2017,9999.0
534093,005053-9,VW - VolksWagen,Parati GTi 2.0 Mi 16V,2000,8,2021,25333.0
534094,005231-0,VW - VolksWagen,Gol Plus 1.0 Mi Total Flex 4p,2008,6,2021,18025.0
534095,005412-7,VW - VolksWagen,Gol Trendline 1.6 T.Flex 8V 3p,2015,12,2017,31745.0
534096,005393-7,VW - VolksWagen,Gol Comfort. I MOTION 1.6 T. Flex 8V 3p,2015,11,2020,32452.0
534097,005369-4,VW - VolksWagen,Golf Comfortline 1.4 TSI 140cv Mec.,2015,6,2021,64297.0
534098,005453-4,VW - VolksWagen,JETTA Trendline 1.4 TSI 16V 4p Mec.,2017,8,2020,62811.0
534099,005092-0,VW - VolksWagen,Passat 2.8 V6 Mec.,2001,5,2021,17283.0
534100,005021-0,VW - VolksWagen,Saveiro CL/ Summer 1.8 Mi e 1.8,2002,8,2017,17274.0
534101,005037-7,VW - VolksWagen,Gol TSi 1.8/ 1.8Mi,1997,3,2021,10496.0
534102,005335-0,VW - VolksWagen,SpaceCross I MOTION 1.6 Mi Total Flex 8V,2015,4,2021,50900.0
534103,005158-6,VW - VolksWagen,Golf GTi 1.8 Mi 20V Turbo 4p Aut.,2002,3,2019,22184.0
534104,005092-0,VW - VolksWagen,Passat 2.8 V6 Mec.,2001,11,2021,18668.0
534105,005482-8,VW - VolksWagen,Fox Connect I Motion 1.6 Flex 8V 5p,2019,12,2020,45645.0
534106,005246-9,VW - VolksWagen,Saveiro CROSSOVER 1.6 Mi Total Flex 8V,2007,5,2022,26792.0
534107,005466-6,VW - VolksWagen,Golf Comfortline 1.0 TSI Total Flex Mec.,2022,12,2018,78548.0
534108,005331-7,VW - VolksWagen,Gol Rock in Rio 1.0 Mi Total Flex 8V 5p,2016,2,2020,33876.0
534109,005478-0,VW - VolksWagen,Polo 1.6 MSI Flex 16V 5p,2022,12,2018,58017.0
534110,005431-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI  Aut.,2016,1,2018,85620.0
534111,005160-8,VW - VolksWagen,Parati 1.0 Mi FUN/ SunSet 16V 4p,2002,1,2018,13701.0
534112,005232-9,VW - VolksWagen,Parati COMFORTLINE 1.8 Mi Tot.Flex 8V 4p,2007,9,2018,22302.0
534113,005069-5,VW - VolksWagen,VOYAGE GL 1.8 4p (Argentino),1995,7,2021,11676.0
534114,005488-7,VW - VolksWagen,TIGUAN Allspac 250 TSI 1.4 Flex,2022,7,2020,136229.0
534115,005425-9,VW - VolksWagen,JETTA Trendline 2.0 T.Flex 8V 4p Tip.,2016,4,2018,66608.0
534116,005033-4,VW - VolksWagen,Gol CLi / CL 1.8,1996,1,2022,12012.0
534117,005385-6,VW - VolksWagen,Saveiro Startline 1.6 T.Flex 8V,2016,8,2019,31389.0
534118,005030-0,VW - VolksWagen,Gol 1000 Mi Plus 8v 2p e 4p,1999,10,2019,8891.0
534119,005281-7,VW - VolksWagen,VOYAGE TREND 1.6 Mi Total Flex 8V 4p,2014,12,2020,31793.0
534120,005423-2,VW - VolksWagen,SPACEFOX COMF. I MOTION 1.6 Flex 8V 5p,2018,2,2019,63276.0
534121,005256-6,VW - VolksWagen,Passat Variant Turbo 2.0 FSI Tiptron. 5p,2015,1,2020,87668.0
534122,005397-0,VW - VolksWagen,Gol Trendline 1.6 T.Flex 8V 5p,2018,8,2019,37146.0
534123,005140-3,VW - VolksWagen,Saveiro 2.0 Mi,2004,7,2018,21822.0
534124,005050-4,VW - VolksWagen,Parati GL 1.6 Mi/ 1.6/ GLS/ Club 1.6,1998,12,2017,11238.0
534125,005441-0,VW - VolksWagen,SPACEFOX 1.6 Trendline Total Flex 8v 5p,2022,8,2019,58322.0
534126,005269-8,VW - VolksWagen,Saveiro SURF 1.8 Mi Total Flex 2p,2009,10,2018,24645.0
534127,005294-9,VW - VolksWagen,Polo I MOTION 1.6 Total Flex  5p,2015,8,2019,37270.0
534128,005088-1,VW - VolksWagen,Passat 1.8 Mec.,2001,7,2020,13421.0
534129,005029-6,VW - VolksWagen,Gol 1000i Plus 2p,1997,10,2018,7417.0
534131,005344-9,VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 5p.,2013,5,2020,28779.0
534133,005263-9,VW - VolksWagen,Fox Route 1.0 Mi Total Flex 8V 5p,2010,4,2020,21096.0
534135,005291-4,VW - VolksWagen,TIGUAN 2.0 TSI 16V 200cv Tiptronic 5p,2022,2,2018,152200.0
534136,005192-6,VW - VolksWagen,Parati 1.6Mi/1.6Mi City/T.Field T.Flex,2013,4,2021,29451.0
534137,005311-2,VW - VolksWagen,VOYAGE I MOTION 1.6 Mi Total Flex 8V,2015,5,2022,44780.0
534138,005212-4,VW - VolksWagen,Fox Sportline/Sports 1.0 Tot.Flex 8V 4p,2007,2,2020,19270.0
534139,005223-0,VW - VolksWagen,Saveiro Super Surf 1.8 Mi Total Flex 8V,2008,8,2019,24062.0
534140,005312-0,VW - VolksWagen,VOYAGE I MOTION TREND 1.6 Mi T. Flex 8V,2014,1,2018,34082.0
534141,005096-2,VW - VolksWagen,Van 1.6 Mi (furgão),2002,7,2018,12844.0
534142,005002-4,VW - VolksWagen,Gol 1000 Mi 16V/ Ouro  2p,2002,12,2019,9518.0
534143,005134-9,VW - VolksWagen,Passat Turbo 1.8 Tiptronic,2005,6,2020,20979.0
534144,005093-8,VW - VolksWagen,Passat Variant 2.8 V6,2000,10,2019,15230.0
534145,005211-6,VW - VolksWagen,Parati 1.6 Mi Plus Total Flex  8V 4p,2009,10,2021,26885.0
534146,005148-9,VW - VolksWagen,Gol 1.0 Plus 16v 2p,2005,6,2018,12819.0
534147,005426-7,VW - VolksWagen,SpaceCross 1.6 Mi Total Flex 16V,2017,3,2021,57177.0
534148,005189-6,VW - VolksWagen,Gol Special 1.0 Mi 4p,2004,4,2018,11612.0
534149,005042-3,VW - VolksWagen,Logus 1.6 / CLi / CL/ GL,1997,5,2020,5982.0
534150,005305-8,VW - VolksWagen,Fox 1.6 Mi I MOTION Total Flex 8V 5p,2014,6,2020,30632.0
534151,005375-9,VW - VolksWagen,up! move 1.0 T. Flex 12V 3p,2015,6,2018,29452.0
534153,005224-8,VW - VolksWagen,Saveiro CROSSOVER 1.8 Mi Total Flex 8V,2007,5,2021,21685.0
534154,005187-0,VW - VolksWagen,Golf 1.6 Mi Trip/ Sport 101cv 8V,2003,9,2019,18895.0
534155,005270-1,VW - VolksWagen,Parati SURF 1.6 Mi Total Flex,2013,5,2022,43540.0
534156,005121-7,VW - VolksWagen,JETTA  GLX III 2.8 VR6,1995,5,2019,8063.0
534157,005021-0,VW - VolksWagen,Saveiro CL/ Summer 1.8 Mi e 1.8,2002,8,2020,16712.0
534158,005399-6,VW - VolksWagen,up! move I MOTION 1.0 T. Flex 12V 5p,2019,10,2020,44948.0
534159,005049-0,VW - VolksWagen,Parati CLi / CL/ Atlanta 1.8,1996,9,2018,10600.0
534160,005488-7,VW - VolksWagen,TIGUAN Allspac 250 TSI 1.4 Flex,2022,12,2018,128718.0
534161,005456-9,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2022,4,2018,46523.0
534162,005415-1,VW - VolksWagen,Gol Special 1.0 Total Flex 8V 3p,2016,8,2021,35571.0
534163,005321-0,VW - VolksWagen,SPACEFOX  TREND I MOTION 1.6 T. Flex 8V,2015,9,2018,45148.0
534164,005481-0,VW - VolksWagen,Fox Connect 1.6 Flex 8V 5p,2022,1,2021,55545.0
534165,005278-7,VW - VolksWagen,Golf GT 2.0 Mi Total Flex 8V 4p,2013,11,2018,43739.0
